"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPG80713997836","Male","C10004","A","B","4",2916.6,"B003","G","Y","S122","G",0,55000,4,"2",3,6,92,3,6,"Sunday",75.7397260273973
"APPL60834971342","Male","C10055","C","A","4",2100,"B003","G","Y","S122","G",0,10000,1,"2",23,8,90,23,8,"Sunday",73.958904109589
"APPU80491083212","Male","C10002","A","C","4",7050,"B003","G","Y","S122","G",0,50000,5,"10",11,4,84,11,4,"Sunday",67.5890410958904
"APPB10185055938","Male","C10005","A","A","4",3500,"B013","G","Y","S122","G",0,30000,4,"7",11,2,86,11,2,"Sunday",69.427397260274
"APPD60443189118","Male","C10012","A","A","4",3500,"B004","P","Y","S122","G",1300,19000,5,"7",30,12,87,30,12,"Sunday",71.3095890410959
"APPF30987707348","Male","C10005","A","B","4",10500,"B002","P","Y","S122","G",0,150000,4,"10",8,1,87,8,1,"Sunday",70.3342465753425
"APPG30530079423","Male","C10001","A","A","4",3900,"B001","P","Y","S122","G",0,50000,4,"7",7,3,78,7,3,"Sunday",61.4876712328767
"APPH50275614537","Male","C10005","A","A","4",2200,"B002","P","Y","S122","G",0,37000,4,"2",15,5,73,15,5,"Sunday",56.6739726027397
"APPL60971701935","Male","C10008","A","A","4",3100,"B003","G","Y","S122","G",0,56000,4,"7",5,2,90,5,2,"Sunday",73.413698630137
"APPO90398219216","Male","C10003","A","A","4",8000,"B014","P","Y","S122","G",0,50000,4,"10",26,7,84,26,7,"Sunday",67.8794520547945
"APPQ40758451435","Male","C10012","A","B","4",2600,"B006","P","Y","S122","G",0,36000,3,"4",23,4,87,23,4,"Sunday",70.6219178082192
"APPU80049334845","Male","C10004","A","B","4",1640,"B043","P","Y","S122","G",0,20000,4,"2",24,4,89,24,4,"Sunday",72.627397260274
"APPY80038163233","Male","C10006","A","B","4",2000,"B006","P","Y","S122","G",0,34000,4,"2",22,2,87,22,2,"Sunday",70.4575342465753
"APPF50742361914","Male","C10057","C","A","4",1850,"B003","G","Y","S122","G",500,26000,4,"0",10,12,89,10,12,"Sunday",73.2575342465753
"APPG80803502021","Male","C10004","A","A","1",3500,"B004","P","Y","S122","G",0,60000,4,"4",27,6,86,27,6,"Sunday",69.8
"APPL20335034507","Male","C10002","A","A","4",3000,"B001","P","Y","S122","G",1000,12000,5,"7",2,10,88,2,10,"Sunday",72.0684931506849
"APPT60072987305","Male","C10004","A","A","4",2000,"B007","G","Y","S122","G",0,20000,3,"2",11,2,92,11,2,"Sunday",75.4301369863014
"APPC10126972246","Male","C10001","A","B","4",2490,"B005","P","Y","S122","G",0,20000,2,"2",21,11,93,21,11,"Sunday",77.2082191780822
"APPF90176797546","Male","C10003","A","C","4",15000,"B007","G","Y","S122","G",1000,1e+05,5,"10",6,6,79,6,6,"Sunday",62.7369863013699
"APPH20318524735","Male","C10021","B","A","4",4000,"B002","P","Y","S122","G",0,83000,5,"7",31,10,68,31,10,"Sunday",52.1342465753425
"APPI30545844843","Female","C10005","A","B","4",2100,"B001","P","Y","S122","G",0,35000,4,"2",27,6,92,27,6,"Sunday",75.8054794520548
"APPM20360034238","Male","C10002","A","A","4",2500,"B005","P","Y","S122","G",0,10000,3,"7",29,6,86,29,6,"Sunday",69.8054794520548
"APPR40830017735","Male","C10006","A","B","4",2000,"B002","P","Y","S122","G",0,33000,3,"4",22,9,88,22,9,"Sunday",72.041095890411
"APPU80052816042","Male","C10001","A","B","4",3000,"B002","P","Y","S122","G",0,52000,4,"2",18,1,92,18,1,"Sunday",75.3643835616438
"APPV90353084128","Male","C10006","A","C","4",2000,"B001","P","Y","S122","G",0,34000,4,"2",1,1,81,1,1,"Sunday",64.3123287671233
"APPY70563683434","Male","C10034","C","A","4",1000,"","","Y","S122","G",200,6000,2,"2",4,9,88,4,9,"Sunday",71.9917808219178
"APPZ90503674512","Male","C10001","A","B","4",3050,"B014","P","Y","S122","G",0,30000,3,"7",7,8,87,7,8,"Sunday",70.9123287671233
"APPB70204662709","Female","C10003","A","B","2",4200,"B001","P","Y","S122","G",0,1e+05,5,"10",25,5,90,25,5,"Sunday",73.7123287671233
"APPF90163873135","Male","C10003","A","A","4",6000,"B001","P","Y","S122","G",0,108000,4,"10",19,11,87,19,11,"Sunday",71.1972602739726
"APPH60726249342","Male","C10027","A","B","4",4373.9,"B005","P","Y","S122","G",0,11000,2,"7",4,3,88,4,3,"Sunday",71.4876712328767
"APPJ80909342512","Male","C10006","A","A","4",2480,"B007","G","Y","S122","G",0,42000,4,"2",22,9,69,22,9,"Sunday",53.027397260274
"APPM30721025823","Male","C10002","A","B","4",2400,"B002","P","Y","S122","G",0,40000,4,"2",2,8,81,2,8,"Sunday",64.8958904109589
"APPQ60250925229","Male","C10089","C","A","4",3200,"B003","G","Y","S122","G",1050,29000,4,"7",23,10,69,23,10,"Sunday",53.1123287671233
"APPT70046933523","Male","C10021","B","A","4",1800,"B003","G","Y","S122","G",0,27000,4,"2",15,10,91,15,10,"Sunday",75.1041095890411
"APPV40982554701","Female","C10006","A","A","4",1500,"B001","P","Y","S122","G",0,10000,2,"2",4,4,91,4,4,"Sunday",74.572602739726
"APPB70054475342","Male","C10024","A","C","4",3000,"B004","P","Y","S122","G",0,52000,4,"2",4,9,82,4,9,"Sunday",65.986301369863
"APPK40309878241","Female","C10005","A","A","4",12000,"B044","P","Y","S122","G",0,150000,4,"4",21,9,83,21,9,"Sunday",67.0328767123288
"APPO70568419627","Male","C10003","A","B","4",4500,"B002","P","Y","S122","G",0,50000,3,"10",4,11,91,4,11,"Sunday",75.158904109589
"APPR80017816909","Male","C10002","A","A","4",2048,"B002","P","Y","S122","G",0,34000,4,"2",12,12,62,12,12,"Sunday",46.2438356164384
"APPT50853214131","Male","C10003","A","C","1",3200,"B006","P","Y","S122","G",0,55000,4,"10",8,5,86,8,5,"Sunday",69.6630136986301
"APPW60955226416","Male","C10004","A","A","4",5700,"B001","P","Y","S122","G",0,102000,4,"7",2,10,86,2,10,"Sunday",70.0657534246575
"APPE20922449249","Male","C10014","B","C","4",2000,"B010","G","Y","S122","G",0,32000,4,"2",31,8,84,31,8,"Sunday",67.9780821917808
"APPG40667076421","Male","C10007","A","A","4",1400,"B013","G","Y","S122","G",0,21000,4,"2",6,1,82,6,1,"Sunday",65.3260273972603
"APPM30545112028","Male","C10003","A","A","4",1800,"B005","P","Y","S122","G",0,29000,4,"2",1,5,87,1,5,"Monday",70.641095890411
"APPN60539332123","Male","C10001","A","A","4",1800,"B003","G","Y","S122","G",0,29000,4,"2",20,7,90,20,7,"Monday",73.8630136986301
"APPU60436811837","Male","C10002","A","A","4",6200,"B001","P","Y","S122","G",0,50000,5,"10",2,8,85,2,8,"Monday",68.8958904109589
"APPV20392847903","Male","C10002","A","C","1",2800,"B001","P","Y","S122","G",0,48000,4,"4",15,3,87,15,3,"Monday",70.5123287671233
"APPW10592665012","Male","C10004","A","A","4",2500,"","","Y","S122","G",0,10000,2,"7",28,9,87,28,9,"Monday",71.0520547945205
"APPI40212718205","Male","C10004","A","A","4",4900,"B002","P","Y","S122","G",0,88000,4,"7",19,9,80,19,9,"Monday",64.0246575342466
"APPM30600252611","Male","C10005","A","C","4",2300,"B007","G","Y","S122","G",0,39000,4,"2",18,1,89,18,1,"Monday",72.3616438356164
"APPS10400465227","Female","C10026","C","A","4",4900,"B004","P","Y","S122","G",0,30000,3,"7",18,11,63,18,11,"Monday",47.1753424657534
"APPX40421627712","Male","C10001","A","C","4",2500,"B002","P","Y","S122","G",700,20000,5,"7",16,3,89,16,3,"Monday",72.5178082191781
"APPY30313353845","Male","C10005","A","A","4",2000,"B023","G","Y","S122","G",0,28000,3,"2",5,5,87,5,5,"Monday",70.6520547945206
"APPF70491184519","Male","C10002","A","B","4",1602,"B001","P","Y","S122","G",0,20000,3,"2",14,10,89,14,10,"Monday",73.0986301369863
"APPI40618647836","Male","C10011","B","A","4",1320,"B016","G","Y","S122","G",0,20000,4,"2",7,5,84,7,5,"Monday",67.6575342465753
"APPJ60711737941","Male","C10007","A","A","4",5000,"B001","P","Y","S122","G",0,50000,3,"10",8,7,87,8,7,"Monday",70.827397260274
"APPL30506838145","Male","C10002","A","A","1",7500,"B002","P","Y","S122","G",2600,80000,5,"10",23,8,86,23,8,"Monday",69.9534246575342
"APPM50277526211","Male","C10002","A","B","4",2867.5,"B021","P","Y","S122","G",0,50000,5,"10",6,4,85,6,4,"Monday",68.572602739726
"APPS40713487839","Male","C10006","A","B","2",3600,"B005","P","Y","S122","G",0,10000,1,"10",3,3,89,3,3,"Monday",72.4821917808219
"APPU10309686033","Male","C10003","A","C","4",3150,"B001","P","Y","S122","G",350,10000,1,"7",8,2,84,8,2,"Monday",67.413698630137
"APPV80950732149","Male","C10026","C","C","4",3000,"B003","G","Y","S122","G",0,53000,4,"7",3,5,83,3,5,"Monday",66.6438356164384
"APPW40716062232","Female","C10010","A","B","4",3400,"B002","P","Y","S122","G",0,61000,4,"4",31,5,90,31,5,"Monday",73.7260273972603
"APPY70319421424","Male","C10003","A","A","4",4200,"B003","G","Y","S122","G",0,1e+05,5,"10",1,1,91,1,1,"Monday",74.3150684931507
"APPZ60398282541","Male","C10001","A","C","4",3300,"B002","P","Y","S122","G",0,50000,4,"7",5,9,86,5,9,"Monday",69.9890410958904
"APPB50475809702","Female","C10001","A","C","4",6000,"B003","G","Y","S122","G",200,163000,5,"10",9,2,78,9,2,"Monday",61.413698630137
"APPK60005497608","Male","C10002","A","B","4",6200,"B004","P","Y","S122","G",4400,50000,4,"0",14,2,85,14,2,"Monday",68.4328767123288
"APPQ10156637243","Male","C10010","A","C","4",3000,"B006","P","Y","S122","G",0,10000,1,"10",18,12,80,18,12,"Monday",64.2712328767123
"APPS80078432431","Male","C10031","C","A","4",1600,"B001","P","Y","S122","G",650,19000,3,"0",20,9,92,20,9,"Monday",76.0356164383562
"APPA50708024246","Male","C10001","A","C","4",5000,"B001","P","Y","S122","G",0,120000,5,"10",21,12,79,21,12,"Monday",63.2767123287671
"APPE10529067645","Male","C10006","A","B","4",5500,"B015","P","Y","S122","G",0,50000,5,"10",29,1,91,29,1,"Monday",74.3917808219178
"APPH70452877913","Male","C10001","A","A","4",2400,"B001","P","Y","S122","G",0,40000,4,"2",13,4,90,13,4,"Monday",73.5945205479452
"APPO90972399624","Male","C10010","A","B","4",4800,"B001","P","Y","S122","G",0,67000,3,"10",17,4,90,17,4,"Monday",73.6054794520548
"APPV60444489308","Male","C10011","B","C","4",1615,"B002","P","Y","S122","G",0,24000,4,"2",9,5,91,9,5,"Monday",74.6657534246575
"APPX50142138547","Male","C10002","A","B","4",6000,"B004","P","Y","S122","G",1200,50000,3,"10",5,8,83,5,8,"Monday",66.9013698630137
"APPC40028873043","Male","C10001","A","B","4",7300,"B001","P","Y","S122","G",0,30000,2,"10",15,11,87,15,11,"Monday",71.1835616438356
"APPE80316453201","Male","C10002","A","B","4",3800,"B004","P","Y","S122","G",0,50000,2,"7",17,8,90,17,8,"Monday",73.9397260273973
"APPO80529097204","Male","C10033","C","A","1",2600,"B003","G","Y","S122","G",0,50000,5,"7",16,11,90,16,11,"Monday",74.1890410958904
"APPQ30717825441","Male","C10004","A","A","4",1378.4,"B002","P","Y","S122","G",125,10000,3,"2",27,1,85,27,1,"Monday",68.3835616438356
"APPR60619486528","Male","C10001","A","B","4",8000,"B002","P","Y","S122","G",0,50000,2,"10",28,9,88,28,9,"Monday",72.0547945205479
"APPS20788655633","Male","C10001","A","B","4",2500,"B029","G","Y","S122","G",0,30000,5,"7",2,5,81,2,5,"Monday",64.641095890411
"APPD40983904727","Male","C10007","A","B","4",2100,"B010","G","Y","S122","G",0,34000,4,"2",27,9,86,27,9,"Monday",70.0493150684931
"APPI60728797221","Male","C10003","A","A","4",15000,"B002","P","Y","S122","G",0,3e+05,5,"10",26,6,89,26,6,"Monday",72.7972602739726
"APPN50586114705","Male","C10021","B","C","4",1400,"B003","G","Y","S122","G",0,20000,4,"2",7,12,85,7,12,"Monday",69.2438356164384
"APPP60372258904","Male","C10006","A","A","4",1800,"B003","G","Y","S122","G",0,29000,4,"2",16,1,87,16,1,"Monday",70.3534246575342
"APPS20452881227","Male","C10002","A","B","3",4700,"B004","P","Y","S122","G",1000,50000,4,"10",5,8,90,5,8,"Monday",73.9068493150685
"APPT10436933303","Female","C10002","A","B","4",5800,"B001","P","Y","S122","G",0,30000,1,"10",4,9,87,4,9,"Monday",70.986301369863
"APPE20087202448","Male","C10001","A","B","4",3250,"B002","P","Y","S122","G",0,30000,4,"7",1,11,89,1,11,"Monday",73.1479452054794
"APPI10118463831","Male","C10002","A","A","4",3500,"B003","G","Y","S122","G",0,10000,1,"7",2,9,88,2,9,"Monday",71.9835616438356
"APPJ10364207937","Male","C10129","C","A","4",1700,"B021","P","Y","S122","G",0,10000,4,"2",23,1,87,23,1,"Monday",70.372602739726
"APPS50319566811","Male","C10006","A","A","4",4100,"B001","P","Y","S122","G",0,1e+05,5,"10",11,11,83,11,11,"Monday",67.1698630136986
"APPT60185153913","Male","C10002","A","C","1",2100,"B005","P","Y","S122","G",0,30000,3,"2",19,4,93,19,4,"Monday",76.613698630137
"APPY80104935401","Male","C10005","A","C","4",2300,"B001","P","Y","S122","G",0,39000,4,"2",18,12,85,18,12,"Monday",69.2739726027397
"APPS60487455431","Male","C10006","A","B","4",2000,"","","Y","S122","G",0,13000,1,"2",18,11,88,18,11,"Monday",72.1945205479452
"APPU90441733604","Female","C10022","B","A","4",2985.6,"B004","P","Y","S122","G",1036.6,20000,5,"7",14,2,76,14,2,"Monday",59.4246575342466
"APPV60237228719","Male","C10012","A","B","4",2500,"B005","P","Y","S122","G",0,50000,5,"7",6,8,92,6,8,"Monday",75.9123287671233
"APPW50171226822","Male","C10003","A","B","4",6000,"B004","P","Y","S122","G",0,1e+05,5,"10",15,7,77,15,7,"Monday",60.841095890411
"APPZ80027276103","Female","C10001","A","B","1",3500,"B001","P","Y","S122","G",0,30000,2,"10",13,3,88,13,3,"Monday",71.5095890410959
"APPC10856992422","Male","C10003","A","B","4",37000,"B001","P","Y","S122","G",8100,150000,1,"10",11,4,77,11,4,"Monday",60.5808219178082
"APPF10901239732","Male","C10008","A","A","4",2130,"B003","G","Y","S122","G",0,20000,4,"2",16,4,90,16,4,"Monday",73.6027397260274
"APPG50716349846","Male","C10007","A","C","4",8000,"B003","G","Y","S122","G",0,1e+05,5,"10",10,3,74,10,3,"Monday",57.4904109589041
"APPP40955193704","Male","C10069","C","A","5",3500,"B002","P","Y","S122","G",0,30000,4,"7",2,7,81,2,7,"Monday",64.8082191780822
"APPQ50930119849","Female","C10001","A","A","4",5000,"B001","P","Y","S122","G",0,30000,2,"10",11,1,82,11,1,"Monday",65.3369863013699
"APPV10441589315","Male","C10002","A","A","4",3800,"B006","P","Y","S122","G",0,50000,5,"7",8,10,90,8,10,"Monday",74.0821917808219
"APPT20832557713","Female","C10002","A","A","4",4500,"B002","P","Y","S122","G",0,78000,4,"7",25,5,84,25,5,"Monday",67.7068493150685
"APPU50533846828","Male","C10006","A","B","4",4000,"B002","P","Y","S122","G",1600,34000,5,"10",27,7,85,27,7,"Monday",68.8794520547945
"APPA70308469431","Male","C10002","A","B","4",2600,"B002","P","Y","S122","G",1050,20000,4,"0",25,11,89,25,11,"Monday",73.213698630137
"APPD50268965747","Male","C10007","A","C","4",2900,"B001","P","Y","S122","G",0,53000,4,"4",2,3,86,2,3,"Monday",69.4767123287671
"APPF50630258915","Male","C10005","A","B","4",3400,"B005","P","Y","S122","G",0,30000,3,"7",18,8,90,18,8,"Monday",73.9424657534247
"APPL60545821508","Female","C10001","A","C","4",2500,"B002","P","Y","S122","G",0,68000,5,"10",10,10,90,10,10,"Monday",74.0876712328767
"APPO40407015824","Male","C10005","A","A","4",1880,"B002","P","Y","S122","G",0,10000,5,"2",5,10,92,5,10,"Monday",76.0767123287671
"APPU70621739436","Male","C10023","B","A","1",3750,"B003","G","Y","S122","G",0,107000,5,"2",3,4,90,3,4,"Monday",73.5671232876712
"APPV90768891518","Male","C10014","B","C","4",1550,"B001","P","Y","S122","G",0,23000,4,"2",13,2,93,13,2,"Monday",76.4356164383562
"APPZ90315857905","Male","C10022","B","B","2",1820,"B002","P","Y","S122","G",600,13000,3,"2",29,7,90,29,7,"Monday",73.8876712328767
"APPD80538594335","Male","C10007","A","A","4",1900,"B036","G","Y","S122","G",0,30000,4,"0",19,11,89,19,11,"Monday",73.1972602739726
"APPI80868464809","Male","C10010","A","A","1",2700,"B004","P","Y","S122","G",0,46000,4,"4",4,10,88,4,10,"Monday",72.0712328767123
"APPJ40635303909","Male","C10007","A","C","1",3000,"B002","P","Y","S122","G",0,6000,1,"10",15,10,90,15,10,"Monday",74.1013698630137
"APPM60680116238","Male","C10010","A","B","4",6100,"B001","P","Y","S122","G",0,109000,4,"10",29,3,85,29,3,"Monday",68.5506849315069
"APPR60100214713","Male","C10019","B","C","1",22500,"B001","P","Y","S122","G",0,2e+05,4,"2",14,11,89,14,11,"Monday",73.1835616438356
"APPU30252624018","Male","C10003","A","C","1",5000,"B001","P","Y","S122","G",0,50000,5,"10",6,3,88,6,3,"Monday",71.4904109589041
"APPY40369034422","Male","C10002","A","A","4",2350,"B004","P","Y","S122","G",269.5,30000,5,"2",10,7,83,10,7,"Monday",66.8301369863014
"APPZ60945901511","Male","C10002","A","C","4",1550,"B012","G","Y","S122","G",0,25000,4,"2",12,4,88,12,4,"Monday",71.5917808219178
"APPD60230127948","Male","C10004","A","B","2",3500,"B004","P","Y","S122","G",0,59000,4,"10",7,8,83,7,8,"Monday",66.9068493150685
"APPE40569875006","Male","C10008","A","A","4",2200,"B003","G","Y","S122","G",0,37000,4,"2",5,7,88,5,7,"Monday",71.8219178082192
"APPG90784319241","Male","C10021","B","A","4",3000,"B013","G","Y","S122","G",0,55000,4,"2",8,1,87,8,1,"Monday",70.3315068493151
"APPK50674891609","Male","C10004","A","B","4",7050,"B035","P","Y","S122","G",1000,10000,2,"10",7,12,84,7,12,"Monday",68.2438356164384
"APPN70127772915","Male","C10004","A","B","4",2052.5,"B001","P","Y","S122","G",820.1,10000,4,"2",22,3,87,22,3,"Monday",70.5315068493151
"APPO60656553025","Male","C10005","A","B","4",4000,"B001","P","Y","S122","G",0,20000,3,"10",22,4,91,22,4,"Monday",74.6191780821918
"APPF60427967746","Male","C10001","A","A","4",2800,"B002","P","Y","S122","G",0,41000,3,"7",3,2,92,3,2,"Monday",75.4054794520548
"APPL80864671346","Female","C10003","A","A","4",3200,"B006","P","Y","S122","G",0,55000,4,"4",2,5,89,2,5,"Monday",72.6465753424658
"APPP10556057701","Male","C10006","A","C","4",3880,"B001","P","Y","S122","G",680,10000,2,"10",4,3,89,4,3,"Monday",72.4849315068493
"APPT50709581124","Male","C10002","A","A","4",6000,"B002","P","Y","S122","G",200,42000,1,"10",15,8,80,15,8,"Monday",63.9287671232877
"APPU20549005206","Male","C10002","A","B","1",10000,"B001","P","Y","S122","G",0,2e+05,5,"10",11,8,84,11,8,"Monday",67.9205479452055
"APPW60263607417","Male","C10008","A","A","1",2500,"B002","P","Y","S122","G",0,42000,4,"7",18,8,88,18,8,"Monday",71.9424657534247
"APPX10535679529","Male","C10152","C","A","4",3800,"B002","P","Y","S122","G",0,50000,5,"7",5,9,89,5,9,"Monday",72.9917808219178
"APPL40798127949","Male","C10003","A","A","4",3600,"B009","G","Y","S122","G",0,65000,4,"2",13,3,80,13,3,"Monday",63.5041095890411
"APPN10862076123","Female","C10002","A","A","2",4200,"B005","P","Y","S122","G",850,85000,5,"10",27,4,86,27,4,"Tuesday",69.627397260274
"APPO20613814233","Male","C10004","A","A","4",4000,"B004","P","Y","S122","G",854.4,50000,4,"10",9,5,83,9,5,"Monday",66.6602739726027
"APPP90667072341","Male","C10006","A","C","1",1300,"B002","P","Y","S122","G",0,21000,4,"2",15,2,92,15,2,"Monday",75.4383561643836
"APPV20185825903","Male","C10006","A","B","4",5400,"B001","P","Y","S122","G",0,70000,3,"10",17,9,89,17,9,"Monday",73.0246575342466
"APPX70878438105","Male","C10007","A","B","4",2000,"B002","P","Y","S122","G",0,32000,4,"2",20,3,83,20,3,"Monday",66.5232876712329
"APPY80461635248","Female","C10032","C","A","4",5200,"B004","P","Y","S122","G",0,60000,4,"7",16,12,73,16,12,"Monday",57.2602739726027
"APPA30274202407","Male","C10001","A","A","4",2500,"B025","G","Y","S122","G",0,42000,4,"2",27,5,92,27,5,"Monday",75.7178082191781
"APPG60319984038","Male","C10003","A","C","4",4300,"B002","P","Y","S122","G",0,77000,4,"7",7,12,86,7,12,"Monday",70.2438356164384
"APPH60391377149","Female","C10026","C","A","4",1670,"B015","P","Y","S122","G",0,24000,4,"2",26,3,91,26,3,"Monday",74.5452054794521
"APPJ80697577345","Male","C10016","B","B","4",1750,"B001","P","Y","S122","G",600,17000,5,"2",31,7,93,31,7,"Monday",76.8958904109589
"APPM70218322628","Male","C10002","A","C","4",3200,"B021","P","Y","S122","G",400,10000,2,"7",14,9,93,14,9,"Monday",77.0191780821918
"APPQ60046012015","Female","C10005","A","A","4",3240,"B001","P","Y","S122","G",0,59000,4,"4",15,1,86,15,1,"Monday",69.3506849315068
"APPU80413318416","Male","C10003","A","C","4",3200,"B013","G","Y","S122","G",0,87000,5,"7",3,10,73,3,10,"Monday",57.0575342465753
"APPV30526915531","Male","C10021","B","A","4",1240,"B009","G","Y","S122","G",0,18000,4,"2",3,8,87,3,8,"Monday",70.8986301369863
"APPY10113018807","Male","C10007","A","A","4",2100,"B004","P","Y","S122","G",0,34000,4,"2",3,3,67,3,3,"Monday",50.4657534246575
"APPC20599691227","Female","C10007","A","C","1",4500,"B007","G","Y","S122","G",0,128000,5,"10",29,8,85,29,8,"Monday",68.9698630136986
"APPF80891816539","Male","C10002","A","A","4",2230,"B005","P","Y","S122","G",600,28000,5,"4",19,12,77,19,12,"Monday",61.2712328767123
"APPH70002291711","Male","C10342","C","A","4",2360,"B002","P","Y","S122","G",0,40000,4,"0",31,8,90,31,8,"Wednesday",73.972602739726
"APPJ50976599943","Male","C10067","C","A","4",4900,"B003","G","Y","S122","G",700,72000,5,"7",16,12,81,16,12,"Tuesday",65.2630136986301
